S/N,University,Country,Official Website,Popular Courses / Degrees,Degree Levels,Typical IELTS,Typical SAT (Accepted),Country Flag URL,University Logo URL
186,University of Brighton,United Kingdom,https://www.brighton.ac.uk,"Arts, Health, Business","Bachelor’s, Master’s",6,1050–1250,https://upload.wikimedia.org/wikipedia/commons/a/ae/Flag_of_the_United_Kingdom.svg,https://upload.wikimedia.org/wikipedia/commons/9/92/University_of_Brighton_logo.svg
187,Coventry University,United Kingdom,https://www.coventry.ac.uk,"Engineering, Business","Bachelor’s, Master’s",6,1050–1250,https://upload.wikimedia.org/wikipedia/commons/a/ae/Flag_of_the_United_Kingdom.svg,https://upload.wikimedia.org/wikipedia/commons/6/68/Coventry_University_logo.svg
188,Leeds Beckett University,United Kingdom,https://www.leedsbeckett.ac.uk,"Business, Sport, Arts","Bachelor’s, Master’s",6,1050–1250,https://upload.wikimedia.org/wikipedia/commons/a/ae/Flag_of_the_United_Kingdom.svg,https://upload.wikimedia.org/wikipedia/commons/c/c7/Leeds_Beckett_logo.svg
189,University of West England (UWE),United Kingdom,https://www.uwe.ac.uk,"Business, IT, Health","Bachelor’s, Master’s",6,1050–1250,https://upload.wikimedia.org/wikipedia/commons/a/ae/Flag_of_the_United_Kingdom.svg,https://upload.wikimedia.org/wikipedia/commons/f/f3/UWE_Bristol_logo.svg
190,Sheffield Hallam University,United Kingdom,https://www.shu.ac.uk,"Business, Engineering","Bachelor’s, Master’s",6,1050–1250,https://upload.wikimedia.org/wikipedia/commons/a/ae/Flag_of_the_United_Kingdom.svg,https://upload.wikimedia.org/wikipedia/commons/d/d9/Sheffield_Hallam_University_logo.svg
191,Anglia Ruskin University,United Kingdom,https://www.aru.ac.uk,"Business, Health, IT","Bachelor’s, Master’s",6,1050–1250,https://upload.wikimedia.org/wikipedia/commons/a/ae/Flag_of_the_United_Kingdom.svg,https://upload.wikimedia.org/wikipedia/commons/7/7f/Anglia_Ruskin_University_logo.svg
192,University of Salford,United Kingdom,https://www.salford.ac.uk,"Engineering, Media, Business","Bachelor’s, Master’s",6,1050–1250,https://upload.wikimedia.org/wikipedia/commons/a/ae/Flag_of_the_United_Kingdom.svg,https://upload.wikimedia.org/wikipedia/commons/3/31/University_of_Salford_logo.svg
193,University of Sunderland,United Kingdom,https://www.sunderland.ac.uk,"Business, IT, Health","Bachelor’s, Master’s",6,1050–1250,https://upload.wikimedia.org/wikipedia/commons/a/ae/Flag_of_the_United_Kingdom.svg,https://upload.wikimedia.org/wikipedia/commons/5/5a/University_of_Sunderland_logo.svg
194,London South Bank University,United Kingdom,https://www.lsbu.ac.uk,"Engineering, Business, Law","Bachelor’s, Master’s",6,1050–1250,https://upload.wikimedia.org/wikipedia/commons/a/ae/Flag_of_the_United_Kingdom.svg,https://upload.wikimedia.org/wikipedia/commons/1/13/LSBU_logo.svg
195,Middlesex University,United Kingdom,https://www.mdx.ac.uk,"Business, Arts, IT","Bachelor’s, Master’s",6,1050–1250,https://upload.wikimedia.org/wikipedia/commons/a/ae/Flag_of_the_United_Kingdom.svg,https://upload.wikimedia.org/wikipedia/commons/9/9e/Middlesex_University_logo.svg
196,University of Chichester,United Kingdom,https://www.chi.ac.uk,"Sports Science, Education, Arts","Bachelor’s, Master’s",6,1000–1200,https://upload.wikimedia.org/wikipedia/commons/a/ae/Flag_of_the_United_Kingdom.svg,https://upload.wikimedia.org/wikipedia/commons/8/89/University_of_Chichester_logo.svg
197,Kingston University,United Kingdom,https://www.kingston.ac.uk,"Engineering, Business, Art","Bachelor’s, Master’s",6,1050–1250,https://upload.wikimedia.org/wikipedia/commons/a/ae/Flag_of_the_United_Kingdom.svg,https://upload.wikimedia.org/wikipedia/commons/3/33/Kingston_University_logo.svg
198,Edinburgh Napier University,United Kingdom,https://www.napier.ac.uk,"Business, Art, IT","Bachelor’s, Master’s",6,1000–1200,https://upload.wikimedia.org/wikipedia/commons/a/ae/Flag_of_the_United_Kingdom.svg,https://upload.wikimedia.org/wikipedia/commons/1/17/Edinburgh_Napier_University_logo.svg
199,University for the Creative Arts,United Kingdom,https://www.uca.ac.uk,"Design, Arts, Media","Bachelor’s, Master’s",6,1000–1200,https://upload.wikimedia.org/wikipedia/commons/a/ae/Flag_of_the_United_Kingdom.svg,https://upload.wikimedia.org/wikipedia/commons/0/0f/UCA_logo.svg
200,Buckinghamshire New University,United Kingdom,https://www.bucks.ac.uk,"Business, Health, IT","Bachelor’s, Master’s",6,1000–1200,https://upload.wikimedia.org/wikipedia/commons/a/ae/Flag_of_the_United_Kingdom.svg,https://upload.wikimedia.org/wikipedia/commons/c/c2/Buckinghamshire_New_University_logo.svg
201,University of Auckland,New Zealand,https://www.auckland.ac.nz,"Engineering, Business, Medicine, Law","Bachelor’s, Master’s, PhD",6.0–6.5,1100–1300,https://upload.wikimedia.org/wikipedia/commons/3/3e/Flag_of_New_Zealand.svg,https://upload.wikimedia.org/wikipedia/en/3/3a/University_of_Auckland_logo.svg
202,University of Otago,New Zealand,https://www.otago.ac.nz,"Medicine, Health Sciences, Business","Bachelor’s, Master’s, PhD",6.0–6.5,1050–1250,https://upload.wikimedia.org/wikipedia/commons/3/3e/Flag_of_New_Zealand.svg,https://upload.wikimedia.org/wikipedia/en/7/7a/University_of_Otago_logo.svg
203,Victoria University of Wellington,New Zealand,https://www.wgtn.ac.nz,"Law, Humanities, Science","Bachelor’s, Master’s, PhD",6.0–6.5,1050–1250,https://upload.wikimedia.org/wikipedia/commons/3/3e/Flag_of_New_Zealand.svg,https://upload.wikimedia.org/wikipedia/en/5/57/Victoria_University_of_Wellington_logo.svg
204,University of Canterbury,New Zealand,https://www.canterbury.ac.nz,"Engineering, Science, Education","Bachelor’s, Master’s, PhD",6.0–6.5,1050–1250,https://upload.wikimedia.org/wikipedia/commons/3/3e/Flag_of_New_Zealand.svg,https://upload.wikimedia.org/wikipedia/en/9/9b/University_of_Canterbury_logo.svg
205,Massey University,New Zealand,https://www.massey.ac.nz,"Business, Aviation, Agriculture","Bachelor’s, Master’s, PhD",6,1000–1200,https://upload.wikimedia.org/wikipedia/commons/3/3e/Flag_of_New_Zealand.svg,https://upload.wikimedia.org/wikipedia/en/0/02/Massey_University_logo.svg
206,Lincoln University,New Zealand,https://www.lincoln.ac.nz,"Agriculture, Environmental Science","Bachelor’s, Master’s, PhD",6,1000–1200,https://upload.wikimedia.org/wikipedia/commons/3/3e/Flag_of_New_Zealand.svg,https://upload.wikimedia.org/wikipedia/en/5/56/Lincoln_University_NZ_logo.svg
207,Auckland University of Technology (AUT),New Zealand,https://www.aut.ac.nz,"IT, Business, Health","Bachelor’s, Master’s, PhD",6,1000–1200,https://upload.wikimedia.org/wikipedia/commons/3/3e/Flag_of_New_Zealand.svg,https://upload.wikimedia.org/wikipedia/en/1/18/Auckland_University_of_Technology_logo.svg
208,University of Waikato,New Zealand,https://www.waikato.ac.nz,"Business, Computer Science, Education","Bachelor’s, Master’s, PhD",6,1000–1200,https://upload.wikimedia.org/wikipedia/commons/3/3e/Flag_of_New_Zealand.svg,https://upload.wikimedia.org/wikipedia/en/4/4c/University_of_Waikato_logo.svg
209,Unitec Institute of Technology,New Zealand,https://www.unitec.ac.nz,"IT, Engineering, Business","Diploma, Bachelor’s, Master’s",6,Not Required,https://upload.wikimedia.org/wikipedia/commons/3/3e/Flag_of_New_Zealand.svg,https://upload.wikimedia.org/wikipedia/en/3/3c/Unitec_logo.svg
210,Eastern Institute of Technology (EIT),New Zealand,https://www.eit.ac.nz,"Business, Nursing, IT","Diploma, Bachelor’s",6,Not Required,https://upload.wikimedia.org/wikipedia/commons/3/3e/Flag_of_New_Zealand.svg,https://upload.wikimedia.org/wikipedia/en/6/6b/EIT_New_Zealand_logo.svg
211,Trinity College Dublin,Ireland,https://www.tcd.ie,"Medicine, Business, Engineering","Bachelor’s, Master’s, PhD",6.5,1200–1400,https://upload.wikimedia.org/wikipedia/commons/4/45/Flag_of_Ireland.svg,https://upload.wikimedia.org/wikipedia/en/4/43/Trinity_College_Dublin_logo.svg
212,University College Dublin,Ireland,https://www.ucd.ie,"Business, Law, Engineering","Bachelor’s, Master’s, PhD",6.5,1150–1350,https://upload.wikimedia.org/wikipedia/commons/4/45/Flag_of_Ireland.svg,https://upload.wikimedia.org/wikipedia/en/9/9a/UCD_logo.svg
213,University College Cork,Ireland,https://www.ucc.ie,"Medicine, Science, Arts","Bachelor’s, Master’s, PhD",6.5,1100–1300,https://upload.wikimedia.org/wikipedia/commons/4/45/Flag_of_Ireland.svg,https://upload.wikimedia.org/wikipedia/en/0/0d/UCC_logo.svg
214,University of Galway,Ireland,https://www.universityofgalway.ie,"Arts, Science, Business","Bachelor’s, Master’s, PhD",6.5,1100–1300,https://upload.wikimedia.org/wikipedia/commons/4/45/Flag_of_Ireland.svg,https://upload.wikimedia.org/wikipedia/en/7/7c/University_of_Galway_logo.svg
215,Dublin City University,Ireland,https://www.dcu.ie,"Business, Engineering, IT","Bachelor’s, Master’s, PhD",6.5,1100–1300,https://upload.wikimedia.org/wikipedia/commons/4/45/Flag_of_Ireland.svg,https://upload.wikimedia.org/wikipedia/en/0/05/DCU_logo.svg
216,University of Limerick,Ireland,https://www.ul.ie,"Engineering, Business","Bachelor’s, Master’s, PhD",6.5,1100–1300,https://upload.wikimedia.org/wikipedia/commons/4/45/Flag_of_Ireland.svg,https://upload.wikimedia.org/wikipedia/en/1/17/University_of_Limerick_logo.svg
217,Maynooth University,Ireland,https://www.maynoothuniversity.ie,"Humanities, Science","Bachelor’s, Master’s, PhD",6.5,1100–1250,https://upload.wikimedia.org/wikipedia/commons/4/45/Flag_of_Ireland.svg,https://upload.wikimedia.org/wikipedia/en/6/6b/Maynooth_University_logo.svg
218,Technological University Dublin,Ireland,https://www.tudublin.ie,"Engineering, IT, Business","Bachelor’s, Master’s",6,1050–1250,https://upload.wikimedia.org/wikipedia/commons/4/45/Flag_of_Ireland.svg,https://upload.wikimedia.org/wikipedia/en/5/58/TU_Dublin_logo.svg
219,Atlantic Technological University,Ireland,https://www.atu.ie,"Business, IT, Science","Bachelor’s, Master’s",6,1000–1200,https://upload.wikimedia.org/wikipedia/commons/4/45/Flag_of_Ireland.svg,https://upload.wikimedia.org/wikipedia/en/4/48/ATU_logo.svg
220,South East Technological University,Ireland,https://www.setu.ie,"Engineering, Business","Bachelor’s, Master’s",6,1000–1200,https://upload.wikimedia.org/wikipedia/commons/4/45/Flag_of_Ireland.svg,https://upload.wikimedia.org/wikipedia/en/0/08/SETU_logo.svg
221,Technical University of Munich,Germany,https://www.tum.de,"Engineering, IT, Science","Bachelor’s, Master’s, PhD",6.5,Not Required,https://upload.wikimedia.org/wikipedia/commons/b/ba/Flag_of_Germany.svg,https://upload.wikimedia.org/wikipedia/en/4/4e/TUM_logo.svg
222,LMU Munich,Germany,https://www.lmu.de,"Medicine, Humanities, Science","Bachelor’s, Master’s, PhD",6.5,Not Required,https://upload.wikimedia.org/wikipedia/commons/b/ba/Flag_of_Germany.svg,https://upload.wikimedia.org/wikipedia/en/3/30/LMU_Munich_logo.svg
223,Heidelberg University,Germany,https://www.uni-heidelberg.de,"Medicine, Science","Bachelor’s, Master’s, PhD",6.5,Not Required,https://upload.wikimedia.org/wikipedia/commons/b/ba/Flag_of_Germany.svg,https://upload.wikimedia.org/wikipedia/en/2/2e/Heidelberg_University_logo.svg
224,RWTH Aachen University,Germany,https://www.rwth-aachen.de,"Engineering, IT","Bachelor’s, Master’s, PhD",6.5,Not Required,https://upload.wikimedia.org/wikipedia/commons/b/ba/Flag_of_Germany.svg,https://upload.wikimedia.org/wikipedia/en/5/50/RWTH_Aachen_logo.svg
225,University of Freiburg,Germany,https://www.uni-freiburg.de,"Medicine, Science","Bachelor’s, Master’s, PhD",6.5,Not Required,https://upload.wikimedia.org/wikipedia/commons/b/ba/Flag_of_Germany.svg,https://upload.wikimedia.org/wikipedia/en/3/33/University_of_Freiburg_logo.svg
226,University of Bonn,Germany,https://www.uni-bonn.de,"Science, Economics","Bachelor’s, Master’s, PhD",6.5,Not Required,https://upload.wikimedia.org/wikipedia/commons/b/ba/Flag_of_Germany.svg,https://upload.wikimedia.org/wikipedia/en/5/5b/University_of_Bonn_logo.svg
227,University of Hamburg,Germany,https://www.uni-hamburg.de,"Science, Business","Bachelor’s, Master’s, PhD",6.5,Not Required,https://upload.wikimedia.org/wikipedia/commons/b/ba/Flag_of_Germany.svg,https://upload.wikimedia.org/wikipedia/en/6/6a/University_of_Hamburg_logo.svg
228,Karlsruhe Institute of Technology,Germany,https://www.kit.edu,"Engineering, IT","Bachelor’s, Master’s, PhD",6.5,Not Required,https://upload.wikimedia.org/wikipedia/commons/b/ba/Flag_of_Germany.svg,https://upload.wikimedia.org/wikipedia/en/0/05/KIT_logo.svg
229,TU Berlin,Germany,https://www.tu.berlin,"Engineering, Architecture","Bachelor’s, Master’s, PhD",6.5,Not Required,https://upload.wikimedia.org/wikipedia/commons/b/ba/Flag_of_Germany.svg,https://upload.wikimedia.org/wikipedia/en/4/46/TU_Berlin_logo.svg
230,University of Cologne,Germany,https://www.uni-koeln.de,"Business, Economics","Bachelor’s, Master’s, PhD",6.5,Not Required,https://upload.wikimedia.org/wikipedia/commons/b/ba/Flag_of_Germany.svg,https://upload.wikimedia.org/wikipedia/en/5/5f/University_of_Cologne_logo.svg
231,University of Stuttgart,Germany,https://www.uni-stuttgart.de,"Engineering, Automotive, Aerospace","Bachelor’s, Master’s, PhD",6.5,Not Required,https://upload.wikimedia.org/wikipedia/commons/b/ba/Flag_of_Germany.svg,https://upload.wikimedia.org/wikipedia/en/6/6e/University_of_Stuttgart_logo.svg
232,University of Mannheim,Germany,https://www.uni-mannheim.de,"Business, Economics, Data Science","Bachelor’s, Master’s, PhD",6.5,Not Required,https://upload.wikimedia.org/wikipedia/commons/b/ba/Flag_of_Germany.svg,https://upload.wikimedia.org/wikipedia/en/5/5a/University_of_Mannheim_logo.svg
233,TU Dresden,Germany,https://tu-dresden.de,"Engineering, IT, Science","Bachelor’s, Master’s, PhD",6.5,Not Required,https://upload.wikimedia.org/wikipedia/commons/b/ba/Flag_of_Germany.svg,https://upload.wikimedia.org/wikipedia/en/8/86/TU_Dresden_logo.svg
234,Goethe University Frankfurt,Germany,https://www.uni-frankfurt.de,"Business, Law, Economics","Bachelor’s, Master’s, PhD",6.5,Not Required,https://upload.wikimedia.org/wikipedia/commons/b/ba/Flag_of_Germany.svg,https://upload.wikimedia.org/wikipedia/en/2/28/Goethe_University_Frankfurt_logo.svg
235,University of Tübingen,Germany,https://www.uni-tuebingen.de,"Medicine, Science, Humanities","Bachelor’s, Master’s, PhD",6.5,Not Required,https://upload.wikimedia.org/wikipedia/commons/b/ba/Flag_of_Germany.svg,https://upload.wikimedia.org/wikipedia/en/6/6b/University_of_Tuebingen_logo.svg
236,University of Göttingen,Germany,https://www.uni-goettingen.de,"Science, Mathematics, Physics","Bachelor’s, Master’s, PhD",6.5,Not Required,https://upload.wikimedia.org/wikipedia/commons/b/ba/Flag_of_Germany.svg,https://upload.wikimedia.org/wikipedia/en/1/1f/University_of_Goettingen_logo.svg
237,FAU Erlangen-Nürnberg,Germany,https://www.fau.eu,"Engineering, Business, AI","Bachelor’s, Master’s, PhD",6.5,Not Required,https://upload.wikimedia.org/wikipedia/commons/b/ba/Flag_of_Germany.svg,https://upload.wikimedia.org/wikipedia/en/4/45/FAU_Erlangen-Nuremberg_logo.svg
238,University of Münster,Germany,https://www.uni-muenster.de,"Humanities, Science, Law","Bachelor’s, Master’s, PhD",6.5,Not Required,https://upload.wikimedia.org/wikipedia/commons/b/ba/Flag_of_Germany.svg,https://upload.wikimedia.org/wikipedia/en/6/63/University_of_Muenster_logo.svg
239,University of Würzburg,Germany,https://www.uni-wuerzburg.de,"Medicine, Biology, Physics","Bachelor’s, Master’s, PhD",6.5,Not Required,https://upload.wikimedia.org/wikipedia/commons/b/ba/Flag_of_Germany.svg,https://upload.wikimedia.org/wikipedia/en/9/9e/University_of_Wuerzburg_logo.svg
240,University of Bremen,Germany,https://www.uni-bremen.de,"Engineering, Marine Science","Bachelor’s, Master’s, PhD",6.5,Not Required,https://upload.wikimedia.org/wikipedia/commons/b/ba/Flag_of_Germany.svg,https://upload.wikimedia.org/wikipedia/en/2/2c/University_of_Bremen_logo.svg
241,University of Leipzig,Germany,https://www.uni-leipzig.de,"Science, Medicine, Humanities","Bachelor’s, Master’s, PhD",6.5,Not Required,https://upload.wikimedia.org/wikipedia/commons/b/ba/Flag_of_Germany.svg,https://upload.wikimedia.org/wikipedia/en/0/0b/University_of_Leipzig_logo.svg
242,University of Potsdam,Germany,https://www.uni-potsdam.de,"IT, Science, Public Policy","Bachelor’s, Master’s, PhD",6.5,Not Required,https://upload.wikimedia.org/wikipedia/commons/b/ba/Flag_of_Germany.svg,https://upload.wikimedia.org/wikipedia/en/6/6d/University_of_Potsdam_logo.svg
243,Saarland University,Germany,https://www.uni-saarland.de,"Computer Science, AI, Engineering","Bachelor’s, Master’s, PhD",6.5,Not Required,https://upload.wikimedia.org/wikipedia/commons/b/ba/Flag_of_Germany.svg,https://upload.wikimedia.org/wikipedia/en/5/59/Saarland_University_logo.svg
244,University of Hohenheim,Germany,https://www.uni-hohenheim.de,"Agriculture, Food Science","Bachelor’s, Master’s, PhD",6.5,Not Required,https://upload.wikimedia.org/wikipedia/commons/b/ba/Flag_of_Germany.svg,https://upload.wikimedia.org/wikipedia/en/8/87/University_of_Hohenheim_logo.svg
245,University of Bayreuth,Germany,https://www.uni-bayreuth.de,"Business, Environmental Science","Bachelor’s, Master’s, PhD",6.5,Not Required,https://upload.wikimedia.org/wikipedia/commons/b/ba/Flag_of_Germany.svg,https://upload.wikimedia.org/wikipedia/en/2/21/University_of_Bayreuth_logo.svg
246,University of Siegen,Germany,https://www.uni-siegen.de,"Engineering, IT","Bachelor’s, Master’s",6.5,Not Required,https://upload.wikimedia.org/wikipedia/commons/b/ba/Flag_of_Germany.svg,https://upload.wikimedia.org/wikipedia/en/2/2d/University_of_Siegen_logo.svg
247,University of Kassel,Germany,https://www.uni-kassel.de,"Engineering, Sustainability","Bachelor’s, Master’s",6.5,Not Required,https://upload.wikimedia.org/wikipedia/commons/b/ba/Flag_of_Germany.svg,https://upload.wikimedia.org/wikipedia/en/9/9c/University_of_Kassel_logo.svg
248,University of Duisburg-Essen,Germany,https://www.uni-due.de,"Engineering, Business","Bachelor’s, Master’s, PhD",6.5,Not Required,https://upload.wikimedia.org/wikipedia/commons/b/ba/Flag_of_Germany.svg,https://upload.wikimedia.org/wikipedia/en/3/32/University_of_Duisburg-Essen_logo.svg
249,University of Regensburg,Germany,https://www.uni-regensburg.de,"Science, Law","Bachelor’s, Master’s, PhD",6.5,Not Required,https://upload.wikimedia.org/wikipedia/commons/b/ba/Flag_of_Germany.svg,https://upload.wikimedia.org/wikipedia/en/8/84/University_of_Regensburg_logo.svg
250,University of Konstanz,Germany,https://www.uni-konstanz.de,"Science, Politics, Economics","Bachelor’s, Master’s, PhD",6.5,Not Required,https://upload.wikimedia.org/wikipedia/commons/b/ba/Flag_of_Germany.svg,https://upload.wikimedia.org/wikipedia/en/5/5c/University_of_Konstanz_logo.svg
251,The University of Tokyo,Japan,https://www.u-tokyo.ac.jp,Engineering; Sciences; Economics; Law,Bachelor's / Master's / PhD,6.5–7.0,Not Required (Japanese exam),https://flagpedia.net/data/flags/w580/jp.png,https://www.u-tokyo.ac.jp/content/400008304.png
252,Kyoto University,Japan,https://www.kyoto-u.ac.jp,Engineering; Medicine; Environmental Studies,Bachelor's / Master's / PhD,6.5+,Not Required,https://flagpedia.net/data/flags/w580/jp.png,https://www.kyoto-u.ac.jp/sites/default/files/logo.png
253,Osaka University,Japan,https://www.osaka-u.ac.jp,Engineering; Dentistry; Human Sciences,Bachelor's / Master's / PhD,6.0–6.5,Not Required,https://flagpedia.net/data/flags/w580/jp.png,https://www.osaka-u.ac.jp/sites/default/files/logo.png
254,Tohoku University,Japan,https://www.tohoku.ac.jp,Materials Science; Engineering; Physics,Bachelor's / Master's / PhD,6.0–6.5,Optional,https://flagpedia.net/data/flags/w580/jp.png,https://www.tohoku.ac.jp/en/logo.png
255,Nagoya University,Japan,https://www.nagoya-u.ac.jp,Automotive Engineering; Chemistry; Economics,Bachelor's / Master's / PhD,6.0–6.5,Optional,https://flagpedia.net/data/flags/w580/jp.png,https://www.nagoya-u.ac.jp/en/logo.png
256,Hokkaido University,Japan,https://www.hokudai.ac.jp,Agriculture; Environmental Science; Veterinary Medicine,Bachelor's / Master's / PhD,6.0+,Optional,https://flagpedia.net/data/flags/w580/jp.png,https://www.hokudai.ac.jp/logo.png
257,Kyushu University,Japan,https://www.kyushu-u.ac.jp,Engineering; Design; Information Science,Bachelor's / Master's / PhD,6.0+,Optional,https://flagpedia.net/data/flags/w580/jp.png,https://www.kyushu-u.ac.jp/logo.png
258,Waseda University,Japan,https://www.waseda.jp,Business; Political Science; International Relations,Bachelor's / Master's / PhD,6.5+,1200+ (varies),https://flagpedia.net/data/flags/w580/jp.png,https://www.waseda.jp/top/assets/images/logo.png
259,Keio University,Japan,https://www.keio.ac.jp,Business; Medicine; Media Studies,Bachelor's / Master's / PhD,6.5+,1200+ (varies),https://flagpedia.net/data/flags/w580/jp.png,https://www.keio.ac.jp/assets/images/logo.png
260,Tokyo Institute of Technology,Japan,https://www.titech.ac.jp,Engineering; Computer Science; Robotics,Bachelor's / Master's / PhD,6.0–6.5,Optional,https://flagpedia.net/data/flags/w580/jp.png,https://www.titech.ac.jp/img/logo.png
261,Kobe University,Japan,https://www.kobe-u.ac.jp,Maritime Science; Economics; Law,Bachelor's / Master's / PhD,6.0+,Optional,https://flagpedia.net/data/flags/w580/jp.png,https://www.kobe-u.ac.jp/logo.png
262,Hiroshima University,Japan,https://www.hiroshima-u.ac.jp,Education; Engineering; Biomedical Science,Bachelor's / Master's / PhD,6.0+,Optional,https://flagpedia.net/data/flags/w580/jp.png,https://www.hiroshima-u.ac.jp/logo.png
263,Chiba University,Japan,https://www.chiba-u.jp,Horticulture; Engineering; Medicine,Bachelor's / Master's / PhD,6.0+,Optional,https://flagpedia.net/data/flags/w580/jp.png,https://www.chiba-u.jp/logo.png
264,Kanazawa University,Japan,https://www.kanazawa-u.ac.jp,Pharmaceutical Sciences; Engineering; Humanities,Bachelor's / Master's / PhD,6.0+,Optional,https://flagpedia.net/data/flags/w580/jp.png,https://www.kanazawa-u.ac.jp/logo.png
265,Okayama University,Japan,https://www.okayama-u.ac.jp,Agriculture; Environmental Science; Medicine,Bachelor's / Master's / PhD,6.0+,Optional,https://flagpedia.net/data/flags/w580/jp.png,https://www.okayama-u.ac.jp/logo.png
266,University of Tsukuba,Japan,https://www.tsukuba.ac.jp,Sports Science; Computer Science; Business,Bachelor's / Master's / PhD,6.0–6.5,Optional,https://flagpedia.net/data/flags/w580/jp.png,https://www.tsukuba.ac.jp/logo.png
267,Ritsumeikan University,Japan,https://en.ritsumei.ac.jp,International Relations; Business; Engineering,Bachelor's / Master's,6.0+,1100+ (varies),https://flagpedia.net/data/flags/w580/jp.png,https://en.ritsumei.ac.jp/logo.png
268,Sophia University,Japan,https://www.sophia.ac.jp,Liberal Arts; International Studies; Economics,Bachelor's / Master's,6.5+,1200+ (varies),https://flagpedia.net/data/flags/w580/jp.png,https://www.sophia.ac.jp/logo.png
269,Meiji University,Japan,https://www.meiji.ac.jp,Law; Commerce; Political Science,Bachelor's / Master's,6.0+,1100+ (varies),https://flagpedia.net/data/flags/w580/jp.png,https://www.meiji.ac.jp/logo.png
270,Yokohama National University,Japan,https://www.ynu.ac.jp,Urban Innovation; Engineering; Economics,Bachelor's / Master's / PhD,6.0+,Optional,https://flagpedia.net/data/flags/w580/jp.png,https://www.ynu.ac.jp/logo.png
271,Nagasaki University,Japan,https://www.nagasaki-u.ac.jp,Tropical Medicine; Fisheries; Environmental Studies,Bachelor's / Master's / PhD,6.0+,Optional,https://flagpedia.net/data/flags/w580/jp.png,https://www.nagasaki-u.ac.jp/logo.png
272,Tokyo University of Science,Japan,https://www.tus.ac.jp,Physics; Chemistry; Computer Science,Bachelor's / Master's,6.0+,Optional,https://flagpedia.net/data/flags/w580/jp.png,https://www.tus.ac.jp/logo.png
273,Tokyo Metropolitan University,Japan,https://www.tmu.ac.jp,Urban Studies; ICT; Environment,Bachelor's / Master's / PhD,6.0+,Optional,https://flagpedia.net/data/flags/w580/jp.png,https://www.tmu.ac.jp/logo.png
274,Osaka City University,Japan,https://www.osaka-cu.ac.jp,Medicine; Economics; Engineering,Bachelor's / Master's / PhD,6.0+,Optional,https://flagpedia.net/data/flags/w580/jp.png,https://www.osaka-cu.ac.jp/logo.png
275,Tokyo Gakugei University,Japan,https://www.u-gakugei.ac.jp,Education; Arts; Sciences,Bachelor's / Master's / PhD,6.0+,Optional,https://flagpedia.net/data/flags/w580/jp.png,https://www.u-gakugei.ac.jp/logo.png
276,Nihon University,Japan,https://www.nihon-u.ac.jp,Law; Medicine; Economics; Science,Bachelor's / Master's / PhD,6.0+,Optional,https://flagpedia.net/data/flags/w580/jp.png,https://www.nihon-u.ac.jp/logo.png
277,Toyo University,Japan,https://www.toyo.jp,Business; Asia-Pacific Studies; Law,Bachelor's / Master's,6.0+,Optional,https://flagpedia.net/data/flags/w580/jp.png,https://www.toyo.jp/logo.png
278,Kansai University,Japan,https://www.kansai-u.ac.jp,Law; Business; Informatics,Bachelor's / Master's,6.0+,Optional,https://flagpedia.net/data/flags/w580/jp.png,https://www.kansai-u.ac.jp/logo.png
279,Sophia University,Japan,https://www.sophia.ac.jp,Liberal Arts; Global Studies; Economics,Bachelor's / Master's,6.5+,1200+ (varies),https://flagpedia.net/data/flags/w580/jp.png,https://www.sophia.ac.jp/logo.png
280,Kwansei Gakuin University,Japan,https://www.kwansei.ac.jp,International Studies; Business; Sociology,Bachelor's / Master's,6.0+,Optional,https://flagpedia.net/data/flags/w580/jp.png,https://www.kwansei.ac.jp/logo.png
281,Rikkyo University,Japan,https://www.rikkyo.ac.jp,Humanities; Economics; Law,Bachelor's / Master's,6.0+,Optional,https://flagpedia.net/data/flags/w580/jp.png,https://www.rikkyo.ac.jp/logo.png
282,Doshisha University,Japan,https://www.doshisha.ac.jp,International Relations; Business; Science,Bachelor's / Master's,6.0+,Optional,https://flagpedia.net/data/flags/w580/jp.png,https://www.doshisha.ac.jp/logo.png
283,Hosei University,Japan,https://www.hosei.ac.jp,Law; Political Science; Economics,Bachelor's / Master's,6.0+,Optional,https://flagpedia.net/data/flags/w580/jp.png,https://www.hosei.ac.jp/logo.png
284,Meijo University,Japan,https://www.meijo-u.ac.jp,Biology; Management; Engineering,Bachelor's / Master's,6.0+,Optional,https://flagpedia.net/data/flags/w580/jp.png,https://www.meijo-u.ac.jp/logo.png
285,Shizuoka University,Japan,https://www.shizuoka.ac.jp,Engineering; Environmental Science,Bachelor's / Master's / PhD,6.0+,Optional,https://flagpedia.net/data/flags/w580/jp.png,https://www.shizuoka.ac.jp/logo.png
286,Tokyo University of Foreign Studies,Japan,https://www.tufs.ac.jp,Language Studies; International Relations,Bachelor's / Master's / PhD,6.5+,Optional,https://flagpedia.net/data/flags/w580/jp.png,https://www.tufs.ac.jp/logo.png
287,Akita International University,Japan,https://www.aiu.ac.jp,Global Studies; Economics,Bachelor's / Master's,6.5+,Optional,https://flagpedia.net/data/flags/w580/jp.png,https://www.aiu.ac.jp/logo.png
288,Musashi University,Japan,https://www.musashi.ac.jp,Literature; Business; Human Sciences,Bachelor's / Master's,6.0+,Optional,https://flagpedia.net/data/flags/w580/jp.png,https://www.musashi.ac.jp/logo.png
